OBJID,NVOTE,N_EL,N_CS,N_CW,N_ACW,N_EDGE,N_DK,N_MG,EL,CS,CW,ACW,EDGE,DK,MG,EL_DEB,CS_DEB,EL_DEB[123],CS_DEB[123],AMATEUR,EXPERT,AMATEUR_MAJOR,HAND
587733428161020091,58,0,58,1,57,0,0,0,0.000,1.000,0.017,0.983,0.000,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,-1
587735664772644973,34,31,3,0,2,1,0,0,0.912,0.088,0.000,0.059,0.029,0.000,0.000,0.873,0.127,0.994,0.006,U,M,0,0
588011125195931751,25,23,2,0,1,1,0,0,0.920,0.080,0.000,0.040,0.040,0.000,0.000,0.741,0.259,0.920,0.202,U,M,0,0
587736808845279369,33,2,30,21,2,7,1,0,0.061,0.909,0.636,0.061,0.212,0.030,0.000,0.025,0.944,0.026,0.974,S,L,1,1
587729778521997542,29,24,5,2,0,3,0,0,0.828,0.172,0.069,0.000,0.103,0.000,0.000,0.646,0.354,0.831,0.299,U,M,0,0
587733428161020041,68,1,67,65,0,2,0,0,0.015,0.985,0.956,0.000,0.029,0.000,0.000,0.015,0.985,0.015,0.985,S,L,1,1
587726015624904862,55,3,52,39,2,11,0,0,0.055,0.945,0.709,0.036,0.200,0.000,0.000,0.055,0.945,0.055,0.945,S,L,1,1
587729972326629550,62,18,42,13,9,20,1,1,0.290,0.677,0.210,0.145,0.323,0.016,0.016,0.069,0.891,0.072,0.928,S,L,1,1
587739719765524711,65,0,65,2,63,0,0,0,0.000,1.000,0.031,0.969,0.000,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,-1
587733429234499798,26,18,3,0,0,3,5,0,0.692,0.115,0.000,0.000,0.115,0.192,0.000,0.382,0.293,0.566,0.434,U,L,0,-1
587736975806038068,56,0,56,56,0,0,0,0,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,1
587728917912944830,52,40,8,1,2,5,4,0,0.769,0.154,0.019,0.038,0.096,0.077,0.000,0.769,0.154,0.963,0.215,U,M,0,0
587722983369802010,28,4,22,0,20,2,1,1,0.143,0.786,0.000,0.714,0.071,0.036,0.036,0.068,0.857,0.074,0.926,U,L,1,-1
588017603623714880,43,15,27,12,0,15,1,0,0.349,0.628,0.279,0.000,0.349,0.023,0.000,0.349,0.628,0.428,0.572,U,L,1,1
587733604258349303,33,0,33,30,2,1,0,0,0.000,1.000,0.909,0.061,0.030,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,1
588018253751517357,32,0,32,0,32,0,0,0,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,-1
588298664122908909,63,25,36,20,0,16,2,0,0.397,0.571,0.317,0.000,0.254,0.032,0.000,0.147,0.813,0.286,0.907,S,L,1,1
588848900468703401,30,25,1,0,0,1,4,0,0.833,0.033,0.000,0.000,0.033,0.133,0.000,0.810,0.054,0.938,0.062,U,M,0,0
587725818568310856,60,13,32,1,5,26,1,14,0.217,0.533,0.017,0.083,0.433,0.017,0.233,0.198,0.552,0.382,0.776,U,L,1,-1
587739132422455370,46,4,41,38,1,2,1,0,0.087,0.891,0.826,0.022,0.043,0.022,0.000,0.053,0.925,0.054,0.946,S,L,1,1
587726033341382893,49,7,42,33,0,9,0,0,0.143,0.857,0.673,0.000,0.184,0.000,0.000,0.063,0.937,0.063,0.937,S,L,1,1
587736586041557171,37,10,25,21,0,4,1,1,0.270,0.676,0.568,0.000,0.108,0.027,0.027,0.082,0.854,0.088,0.912,S,L,1,1
588848901005574357,57,0,57,55,2,0,0,0,0.000,1.000,0.965,0.035,0.000,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,1
587739131348910275,27,2,25,25,0,0,0,0,0.074,0.926,0.926,0.000,0.000,0.000,0.000,0.023,0.977,0.023,0.977,S,L,1,1
587733605868634207,28,27,0,0,0,0,1,0,0.964,0.000,0.000,0.000,0.000,0.036,0.000,0.964,0.000,1.000,0.000,E,M,0,0
588017604697325684,23,0,13,0,13,0,0,10,0.000,0.565,0.000,0.565,0.000,0.000,0.435,0.000,0.565,0.000,1.000,U,L,1,-1
588017977833291883,31,4,27,22,4,1,0,0,0.129,0.871,0.710,0.129,0.032,0.000,0.000,0.046,0.954,0.046,0.954,S,L,1,1
587729228220596282,33,1,32,32,0,0,0,0,0.030,0.970,0.970,0.000,0.000,0.000,0.000,0.030,0.970,0.030,0.970,S,L,1,1
587726016161775922,29,0,29,29,0,0,0,0,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,1
587736584431206639,26,26,0,0,0,0,0,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,E,M,0,0
587733411522871344,24,1,23,21,1,1,0,0,0.042,0.958,0.875,0.042,0.042,0.000,0.000,0.042,0.958,0.042,0.958,S,L,1,1
587733603721609389,45,0,45,0,45,0,0,0,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,-1
587732484372103324,66,1,65,0,60,5,0,0,0.015,0.985,0.000,0.909,0.076,0.000,0.000,0.015,0.985,0.015,0.985,S,L,1,-1
588848901005574433,58,29,25,11,0,14,4,0,0.500,0.431,0.190,0.000,0.241,0.069,0.000,0.286,0.631,0.433,0.754,U,L,0,1
587732483835363484,44,5,39,0,38,1,0,0,0.114,0.886,0.000,0.864,0.023,0.000,0.000,0.034,0.966,0.034,0.966,S,L,1,-1
587733410449326154,27,15,10,0,1,9,2,0,0.556,0.370,0.000,0.037,0.333,0.074,0.000,0.458,0.464,0.497,0.503,U,M,0,0
588017991235010823,46,1,45,1,44,0,0,0,0.022,0.978,0.022,0.957,0.000,0.000,0.000,0.009,0.991,0.009,0.991,S,L,1,-1
587735665846255765,31,2,29,28,0,1,0,0,0.065,0.935,0.903,0.000,0.032,0.000,0.000,0.065,0.935,0.065,0.935,S,L,1,1
587726033878319257,89,28,58,3,8,47,2,1,0.315,0.652,0.034,0.090,0.528,0.022,0.011,0.200,0.764,0.347,0.875,S,L,1,-1
587726033878319271,41,0,37,34,0,3,2,2,0.000,0.902,0.829,0.000,0.073,0.049,0.049,0.000,0.902,0.000,1.000,S,L,1,1
587739132959326215,34,1,29,28,1,0,0,4,0.029,0.853,0.824,0.029,0.000,0.000,0.118,0.027,0.856,0.031,0.969,S,L,1,1
588017977833291811,31,8,23,16,0,7,0,0,0.258,0.742,0.516,0.000,0.226,0.000,0.000,0.181,0.819,0.337,0.788,S,L,1,1
587733429771370623,54,45,5,1,1,3,4,0,0.833,0.093,0.019,0.019,0.056,0.074,0.000,0.610,0.277,0.830,0.345,U,L,0,-1
587736584431206772,33,4,28,23,0,5,1,0,0.121,0.848,0.697,0.000,0.152,0.030,0.000,0.018,0.949,0.019,0.981,S,L,1,1
587735694843707476,48,4,44,38,1,5,0,0,0.083,0.917,0.792,0.021,0.104,0.000,0.000,0.045,0.955,0.045,0.955,S,L,1,1
588017627241971842,32,19,8,1,0,7,3,2,0.594,0.250,0.031,0.000,0.219,0.094,0.062,0.585,0.259,0.783,0.341,U,M,0,0
587736940374786215,51,3,48,1,42,5,0,0,0.059,0.941,0.020,0.824,0.098,0.000,0.000,0.016,0.984,0.016,0.984,S,L,1,-1
588017978370097236,26,0,14,1,12,1,1,11,0.000,0.538,0.038,0.462,0.038,0.038,0.423,0.000,0.538,0.000,1.000,U,L,1,-1
588848899395026984,58,14,42,2,30,10,1,1,0.241,0.724,0.034,0.517,0.172,0.017,0.017,0.200,0.765,0.329,0.845,S,L,1,-1
587726102561620183,29,0,29,0,29,0,0,0,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,-1
587735665309515904,35,32,2,0,0,2,1,0,0.914,0.057,0.000,0.000,0.057,0.029,0.000,0.914,0.057,0.941,0.059,E,M,0,0
587729158442320065,18,17,0,0,0,0,1,0,0.944,0.000,0.000,0.000,0.000,0.056,0.000,0.944,0.000,1.000,0.000,E,M,0,0
587736940374786194,28,2,26,0,17,9,0,0,0.071,0.929,0.000,0.607,0.321,0.000,0.000,0.071,0.929,0.071,0.929,S,L,1,-1
587736975806103763,71,10,57,2,46,9,1,3,0.141,0.803,0.028,0.648,0.127,0.014,0.042,0.049,0.891,0.052,0.948,S,L,1,-1
587733410986131549,47,0,47,0,47,0,0,0,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,-1
587735491358752857,31,6,19,0,14,5,4,2,0.194,0.613,0.000,0.452,0.161,0.129,0.065,0.040,0.736,0.052,0.948,U,L,1,-1
587722983369933229,50,11,26,14,0,12,10,3,0.220,0.520,0.280,0.000,0.240,0.200,0.060,0.059,0.638,0.085,0.915,U,L,1,1
587736941448397003,31,11,16,3,5,8,4,0,0.355,0.516,0.097,0.161,0.258,0.129,0.000,0.122,0.716,0.223,0.887,U,L,1,-1
587726102561685630,32,21,10,2,0,8,1,0,0.656,0.312,0.062,0.000,0.250,0.031,0.000,0.345,0.610,0.432,0.568,U,M,0,0
588017991235076378,61,25,31,1,13,17,3,2,0.410,0.508,0.016,0.213,0.279,0.049,0.033,0.136,0.755,0.275,0.910,S,L,1,-1
587736585504817341,31,1,30,1,26,3,0,0,0.032,0.968,0.032,0.839,0.097,0.000,0.000,0.010,0.990,0.010,0.990,S,L,1,-1
587736975806169294,59,5,54,1,52,1,0,0,0.085,0.915,0.017,0.881,0.017,0.000,0.000,0.037,0.963,0.037,0.963,S,L,1,-1
587733428697890999,49,7,36,2,14,20,3,3,0.143,0.735,0.041,0.286,0.408,0.061,0.061,0.026,0.837,0.030,0.970,S,L,1,-1
587735664772710597,34,0,34,34,0,0,0,0,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,1
587736977416585235,28,4,24,0,14,10,0,0,0.143,0.857,0.000,0.500,0.357,0.000,0.000,0.143,0.857,0.292,0.826,S,L,1,-1
587729971253018855,35,30,5,0,2,3,0,0,0.857,0.143,0.000,0.057,0.086,0.000,0.000,0.741,0.259,0.940,0.210,U,M,0,0
587732482761883787,28,0,27,27,0,0,0,1,0.000,0.964,0.964,0.000,0.000,0.000,0.036,0.000,0.964,0.000,1.000,S,L,1,1
587725818568376485,24,2,21,17,0,4,1,0,0.083,0.875,0.708,0.000,0.167,0.042,0.000,0.055,0.903,0.057,0.943,S,L,1,1
587739131885781255,34,14,20,0,14,6,0,0,0.412,0.588,0.000,0.412,0.176,0.000,0.000,0.092,0.908,0.266,0.864,U,L,1,-1
587729777448452295,32,29,2,0,0,2,1,0,0.906,0.062,0.000,0.000,0.062,0.031,0.000,0.799,0.163,0.902,0.098,U,M,0,0
588017947218280591,55,1,54,1,53,0,0,0,0.018,0.982,0.018,0.964,0.000,0.000,0.000,0.006,0.994,0.006,0.994,S,L,1,-1
587722983369933160,20,17,3,0,1,2,0,0,0.850,0.150,0.000,0.050,0.100,0.000,0.000,0.703,0.297,0.867,0.241,U,M,0,0
587729229294141587,35,17,15,4,1,10,3,0,0.486,0.429,0.114,0.029,0.286,0.086,0.000,0.243,0.650,0.368,0.758,U,L,0,1
587722982296191268,30,5,24,21,0,3,0,1,0.167,0.800,0.700,0.000,0.100,0.000,0.033,0.081,0.884,0.084,0.916,S,L,1,1
588018253751713803,53,0,52,0,52,0,0,1,0.000,0.981,0.000,0.981,0.000,0.000,0.019,0.000,0.981,0.000,1.000,S,L,1,-1
587736809382346925,40,0,40,1,39,0,0,0,0.000,1.000,0.025,0.975,0.000,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,-1
587735695917318276,24,23,1,0,0,1,0,0,0.958,0.042,0.000,0.000,0.042,0.000,0.000,0.878,0.122,0.999,0.001,U,M,0,0
588011216992927854,31,1,30,0,29,1,0,0,0.032,0.968,0.000,0.935,0.032,0.000,0.000,0.016,0.984,0.016,0.984,S,L,1,-1
588017948291825894,20,19,0,0,0,0,1,0,0.950,0.000,0.000,0.000,0.000,0.050,0.000,0.950,0.000,1.000,0.000,E,M,0,0
588018056189771912,30,3,27,0,24,3,0,0,0.100,0.900,0.000,0.800,0.100,0.000,0.000,0.027,0.973,0.027,0.973,S,L,1,-1
587736916754104603,31,11,20,4,1,15,0,0,0.355,0.645,0.129,0.032,0.484,0.000,0.000,0.099,0.901,0.265,0.857,S,L,1,1
587729157905514687,67,61,1,1,0,0,4,1,0.910,0.015,0.015,0.000,0.000,0.060,0.015,0.888,0.035,0.962,0.038,E,M,0,0
587726014551359693,41,34,6,0,2,4,1,0,0.829,0.146,0.000,0.049,0.098,0.024,0.000,0.765,0.210,0.944,0.218,U,M,0,0
587733411522937055,32,4,28,21,0,7,0,0,0.125,0.875,0.656,0.000,0.219,0.000,0.000,0.037,0.963,0.037,0.963,S,L,1,1
587733398101033083,35,0,35,1,34,0,0,0,0.000,1.000,0.029,0.971,0.000,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,-1
588018055652966574,31,0,26,26,0,0,0,5,0.000,0.839,0.839,0.000,0.000,0.000,0.161,0.000,0.839,0.000,1.000,S,L,1,1
587733399174512753,35,8,26,3,12,11,1,0,0.229,0.743,0.086,0.343,0.314,0.029,0.000,0.066,0.902,0.068,0.932,S,L,1,-1
587733412059742317,34,0,34,0,29,5,0,0,0.000,1.000,0.000,0.853,0.147,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,-1
587736585504882847,21,0,21,0,20,1,0,0,0.000,1.000,0.000,0.952,0.048,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,-1
587736916754169977,44,0,44,44,0,0,0,0,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,1
588018253751714060,30,0,30,29,1,0,0,0,0.000,1.000,0.967,0.033,0.000,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,1
587733412059742226,19,19,0,0,0,0,0,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,E,M,0,0
587726031730966776,59,23,36,3,19,14,0,0,0.390,0.610,0.051,0.322,0.237,0.000,0.000,0.347,0.653,0.468,0.532,U,L,1,-1
587733429771436213,33,20,12,3,1,8,1,0,0.606,0.364,0.091,0.030,0.242,0.030,0.000,0.299,0.658,0.383,0.617,S,L,0,1
587733412596482231,24,24,0,0,0,0,0,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,E,M,0,0
587736584431337780,28,18,7,0,3,4,3,0,0.643,0.250,0.000,0.107,0.143,0.107,0.000,0.501,0.380,0.569,0.431,U,M,0,0
587733605332025495,32,2,30,18,0,12,0,0,0.062,0.938,0.562,0.000,0.375,0.000,0.000,0.013,0.987,0.013,0.987,S,L,1,1
587733428161151061,40,0,40,0,39,1,0,0,0.000,1.000,0.000,0.975,0.025,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,-1
587722983369998691,24,0,24,0,24,0,0,0,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,-1
587722983369998735,72,6,66,1,61,4,0,0,0.083,0.917,0.014,0.847,0.056,0.000,0.000,0.031,0.969,0.031,0.969,S,L,1,-1
587726031731032069,26,25,1,0,0,1,0,0,0.962,0.038,0.000,0.000,0.038,0.000,0.000,0.941,0.059,0.941,0.059,U,M,0,0
588017947755151448,55,11,43,28,2,13,1,0,0.200,0.782,0.509,0.036,0.236,0.018,0.000,0.108,0.873,0.227,0.938,S,L,1,1
587726100414333074,32,1,31,30,1,0,0,0,0.031,0.969,0.938,0.031,0.000,0.000,0.000,0.028,0.972,0.028,0.972,S,L,1,1
588017979980644449,29,0,29,0,29,0,0,0,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,-1
588018057263317158,22,0,22,0,20,2,0,0,0.000,1.000,0.000,0.909,0.091,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,-1
587733605332025519,33,8,25,11,1,13,0,0,0.242,0.758,0.333,0.030,0.394,0.000,0.000,0.049,0.951,0.049,0.951,S,L,1,1
587735491358818470,33,18,14,0,3,11,1,0,0.545,0.424,0.000,0.091,0.333,0.030,0.000,0.545,0.424,0.562,0.438,U,M,0,0
588017604160716991,51,27,22,1,4,17,2,0,0.529,0.431,0.020,0.078,0.333,0.039,0.000,0.296,0.655,0.446,0.730,S,M,0,0
587736583894597805,28,25,3,1,0,2,0,0,0.893,0.107,0.036,0.000,0.071,0.000,0.000,0.765,0.235,0.886,0.114,U,M,0,0
587729970716213615,56,42,10,6,1,3,3,1,0.750,0.179,0.107,0.018,0.054,0.054,0.018,0.713,0.215,0.911,0.276,U,M,0,0
587729777985388800,29,23,5,1,0,4,1,0,0.793,0.172,0.034,0.000,0.138,0.034,0.000,0.621,0.338,0.782,0.345,U,M,0,0
587739132959457506,68,1,67,0,65,2,0,0,0.015,0.985,0.000,0.956,0.029,0.000,0.000,0.015,0.985,0.015,0.985,S,L,1,-1
587729777985454266,29,20,8,0,1,7,1,0,0.690,0.276,0.000,0.034,0.241,0.034,0.000,0.551,0.411,0.573,0.427,U,M,0,0
588018055653032080,29,27,1,0,0,1,1,0,0.931,0.034,0.000,0.000,0.034,0.034,0.000,0.915,0.050,0.948,0.052,E,M,0,0
587725818568441930,25,0,24,0,24,0,0,1,0.000,0.960,0.000,0.960,0.000,0.000,0.040,0.000,0.960,0.000,1.000,S,L,1,-1
588848899395158290,52,25,26,18,0,8,1,0,0.481,0.500,0.346,0.000,0.154,0.019,0.000,0.134,0.837,0.292,0.883,U,L,1,1
587736585504948269,33,29,4,1,0,3,0,0,0.879,0.121,0.030,0.000,0.091,0.000,0.000,0.879,0.121,1.000,0.000,E,M,0,0
587736977416650884,24,4,18,1,14,3,2,0,0.167,0.750,0.042,0.583,0.125,0.083,0.000,0.108,0.806,0.199,0.901,S,L,1,-1
587736975269494948,64,1,63,1,58,4,0,0,0.016,0.984,0.016,0.906,0.062,0.000,0.000,0.004,0.996,0.004,0.996,S,L,1,-1
587736809919283372,52,7,41,0,35,6,1,3,0.135,0.788,0.000,0.673,0.115,0.019,0.058,0.056,0.863,0.061,0.939,S,L,1,-1
587729972326891833,69,64,1,0,0,1,1,3,0.928,0.014,0.000,0.000,0.014,0.014,0.043,0.914,0.027,0.971,0.029,E,M,0,0
587735695380578421,35,1,32,0,31,1,0,2,0.029,0.914,0.000,0.886,0.029,0.000,0.057,0.029,0.914,0.031,0.969,S,L,1,-1
587722982296322326,37,5,32,1,29,2,0,0,0.135,0.865,0.027,0.784,0.054,0.000,0.000,0.056,0.944,0.056,0.944,S,L,1,-1
587733428161282144,31,4,26,26,0,0,1,0,0.129,0.839,0.839,0.000,0.000,0.032,0.000,0.033,0.932,0.034,0.966,S,L,1,1
587735664772841629,24,2,22,0,21,1,0,0,0.083,0.917,0.000,0.875,0.042,0.000,0.000,0.030,0.970,0.030,0.970,S,L,1,-1
587729229294207062,58,0,57,1,56,0,0,1,0.000,0.983,0.017,0.966,0.000,0.000,0.017,0.000,0.983,0.000,1.000,S,L,1,-1
587726032804774040,23,0,23,0,23,0,0,0,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,-1
587733412059807861,33,1,32,20,5,7,0,0,0.030,0.970,0.606,0.152,0.212,0.000,0.000,0.030,0.970,0.030,0.970,S,L,1,-1
587739133496328300,30,0,30,0,28,2,0,0,0.000,1.000,0.000,0.933,0.067,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,-1
587733604258545687,34,0,33,33,0,0,0,1,0.000,0.971,0.971,0.000,0.000,0.000,0.029,0.000,0.971,0.000,1.000,S,L,1,1
588018253751779544,34,3,29,0,21,8,1,1,0.088,0.853,0.000,0.618,0.235,0.029,0.029,0.020,0.917,0.021,0.979,S,L,1,-1
587736915680559134,30,0,30,0,30,0,0,0,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,-1
588017948291956920,28,8,19,0,1,18,1,0,0.286,0.679,0.000,0.036,0.643,0.036,0.000,0.286,0.679,0.400,0.716,U,M,1,0
588017627778973911,50,10,40,0,31,9,0,0,0.200,0.800,0.000,0.620,0.180,0.000,0.000,0.044,0.956,0.044,0.956,S,L,1,-1
587735664772907098,27,10,16,0,11,5,1,0,0.370,0.593,0.000,0.407,0.185,0.037,0.000,0.078,0.871,0.082,0.918,S,L,1,-1
587736916217430201,34,1,32,31,1,0,1,0,0.029,0.941,0.912,0.029,0.000,0.029,0.000,0.029,0.941,0.030,0.970,S,L,1,1
587726101488140457,55,0,54,0,54,0,0,1,0.000,0.982,0.000,0.982,0.000,0.000,0.018,0.000,0.982,0.000,1.000,S,L,1,-1
587722983907000572,28,0,27,0,26,1,1,0,0.000,0.964,0.000,0.929,0.036,0.036,0.000,0.000,0.964,0.000,1.000,S,L,1,-1
587735490285338745,48,3,39,0,37,2,1,5,0.062,0.812,0.000,0.771,0.042,0.021,0.104,0.032,0.841,0.037,0.963,S,L,1,-1
588017627242233942,61,3,58,0,36,22,0,0,0.049,0.951,0.000,0.590,0.361,0.000,0.000,0.017,0.983,0.017,0.983,S,L,1,-1
587735665846386867,65,1,62,0,60,2,0,2,0.015,0.954,0.000,0.923,0.031,0.000,0.031,0.011,0.958,0.011,0.989,S,L,1,-1
587736478667833414,33,0,32,1,31,0,0,1,0.000,0.970,0.030,0.939,0.000,0.000,0.030,0.000,0.970,0.000,1.000,S,L,1,-1
587733410449522828,37,35,1,0,0,1,1,0,0.946,0.027,0.000,0.000,0.027,0.027,0.000,0.914,0.058,0.940,0.060,E,M,0,0
588017603624042640,30,0,28,28,0,0,0,2,0.000,0.933,0.933,0.000,0.000,0.000,0.067,0.000,0.933,0.000,1.000,S,L,1,1
588017605771133152,46,20,25,19,0,6,1,0,0.435,0.543,0.413,0.000,0.130,0.022,0.000,0.155,0.817,0.299,0.860,S,L,1,1
587733410449522845,21,5,16,14,0,2,0,0,0.238,0.762,0.667,0.000,0.095,0.000,0.000,0.089,0.911,0.089,0.911,S,L,1,1
588017948292022413,34,1,33,0,33,0,0,0,0.029,0.971,0.000,0.971,0.000,0.000,0.000,0.007,0.993,0.007,0.993,S,L,1,-1
587726101488205926,25,15,10,2,0,8,0,0,0.600,0.400,0.080,0.000,0.320,0.000,0.000,0.600,0.400,0.762,0.356,U,M,0,0
587733429234761783,33,0,33,31,1,1,0,0,0.000,1.000,0.939,0.030,0.030,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,1
587733412059807927,71,12,54,4,35,15,5,0,0.169,0.761,0.056,0.493,0.211,0.070,0.000,0.037,0.884,0.040,0.960,S,L,1,-1
587729970716344611,37,1,36,1,30,5,0,0,0.027,0.973,0.027,0.811,0.135,0.000,0.000,0.023,0.977,0.023,0.977,S,L,1,-1
587726101488205946,21,3,18,1,0,17,0,0,0.143,0.857,0.048,0.000,0.810,0.000,0.000,0.049,0.951,0.049,0.951,S,M,1,0
588017605771133042,64,8,55,3,43,9,1,0,0.125,0.859,0.047,0.672,0.141,0.016,0.000,0.045,0.938,0.046,0.954,S,L,1,-1
587722982833324286,23,0,23,0,21,2,0,0,0.000,1.000,0.000,0.913,0.087,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,-1
587733429234827399,61,0,61,57,2,2,0,0,0.000,1.000,0.934,0.033,0.033,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,1
587735664772907133,31,30,0,0,0,0,1,0,0.968,0.000,0.000,0.000,0.000,0.032,0.000,0.968,0.000,1.000,0.000,E,M,0,0
587735665309646962,32,14,13,3,2,8,0,5,0.438,0.406,0.094,0.062,0.250,0.000,0.156,0.312,0.520,0.496,0.504,U,M,0,0
587733429771567144,66,55,8,0,2,6,2,1,0.833,0.121,0.000,0.030,0.091,0.030,0.015,0.715,0.234,0.923,0.273,U,M,0,0
587736807771996287,22,0,22,0,22,0,0,0,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,-1
587736940911853767,28,3,23,18,0,5,2,0,0.107,0.821,0.643,0.000,0.179,0.071,0.000,0.040,0.885,0.043,0.957,S,L,1,1
587726033878646963,66,57,2,0,1,1,3,4,0.864,0.030,0.000,0.015,0.015,0.045,0.061,0.846,0.047,0.947,0.053,E,M,0,0
587726102025076898,33,0,33,0,33,0,0,0,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,-1
587726033878646863,34,21,7,1,0,6,3,3,0.618,0.206,0.029,0.000,0.176,0.088,0.088,0.520,0.292,0.737,0.388,U,M,0,0
587725818568507545,20,4,16,0,14,2,0,0,0.200,0.800,0.000,0.700,0.100,0.000,0.000,0.063,0.937,0.063,0.937,S,L,1,-1
587733604258611390,32,5,26,2,19,5,1,0,0.156,0.812,0.062,0.594,0.156,0.031,0.000,0.072,0.895,0.074,0.926,S,L,1,-1
588017992309080390,55,4,51,30,0,21,0,0,0.073,0.927,0.545,0.000,0.382,0.000,0.000,0.020,0.980,0.020,0.980,S,L,1,1
587733604258611409,58,12,44,2,0,42,2,0,0.207,0.759,0.034,0.000,0.724,0.034,0.000,0.159,0.806,0.262,0.907,S,L,1,1
587726033341776175,34,10,23,13,1,9,1,0,0.294,0.676,0.382,0.029,0.265,0.029,0.000,0.238,0.732,0.355,0.774,U,L,1,1
587736940911919147,34,11,20,2,1,17,3,0,0.324,0.588,0.059,0.029,0.500,0.088,0.000,0.324,0.588,0.393,0.607,U,M,1,0
587733410986393702,24,6,10,7,0,3,5,3,0.250,0.417,0.292,0.000,0.125,0.208,0.125,0.062,0.534,0.166,0.914,U,L,1,1
587733604258676897,67,1,66,64,2,0,0,0,0.015,0.985,0.955,0.030,0.000,0.000,0.000,0.015,0.985,0.015,0.985,S,L,1,1
588007005259104419,28,19,7,4,0,3,2,0,0.679,0.250,0.143,0.000,0.107,0.071,0.000,0.679,0.250,0.831,0.291,U,M,0,0
588017947218542805,34,5,28,0,21,7,1,0,0.147,0.824,0.000,0.618,0.206,0.029,0.000,0.067,0.902,0.069,0.931,S,L,1,-1
587733412059873503,24,0,24,1,22,1,0,0,0.000,1.000,0.042,0.917,0.042,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,-1
587733411523133589,67,31,31,7,7,17,5,0,0.463,0.463,0.104,0.104,0.254,0.075,0.000,0.136,0.756,0.278,0.923,U,L,1,1
587733398101164177,50,42,5,1,1,3,0,3,0.840,0.100,0.020,0.020,0.060,0.000,0.060,0.746,0.188,0.920,0.080,U,M,0,0
587736916217495780,23,1,22,21,0,1,0,0,0.043,0.957,0.913,0.000,0.043,0.000,0.000,0.023,0.977,0.023,0.977,S,L,1,1
587736809382609128,35,9,24,21,0,3,0,2,0.257,0.686,0.600,0.000,0.086,0.000,0.057,0.067,0.865,0.072,0.928,S,L,1,1
587726100951400593,24,1,22,0,21,1,0,1,0.042,0.917,0.000,0.875,0.042,0.000,0.042,0.042,0.917,0.044,0.956,S,L,1,-1
587722983370260679,47,22,24,12,2,10,0,1,0.468,0.511,0.255,0.043,0.213,0.000,0.021,0.201,0.771,0.400,0.766,U,L,1,1
588017627779104939,35,20,10,5,0,5,4,1,0.571,0.286,0.143,0.000,0.143,0.114,0.029,0.417,0.422,0.497,0.503,U,L,0,1
587729158442647784,55,39,13,1,0,12,3,0,0.709,0.236,0.018,0.000,0.218,0.055,0.000,0.648,0.297,0.825,0.362,U,M,0,0
587733605332156476,30,0,30,0,30,0,0,0,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,-1
